texts,labels,target,target_index,
"Nala : I was diagnosed with LCIS in January after a biopsy for calcifications -LRB- I had previously had biopsies for calcifications and removed a fibroadnoma -- two years ago when I knew something was wrong since having a problem in both breasts , what were the odds that something was n't wrong ?? -RRB- . Anyway two years ago , everything was benign , but this time they found LCIS . I was told by my breast surgeon that they would need to do another biopsy to reconfirm the diagnosis -LRB- which was fine with me -RRB- and to make sure that 's all that was there .",1,road,458,
"I did , in the heat of late summer last year . It 's still touchy . the skin has gone thru multiple fazes of peeling . Turned a darker color and now the rads has caused shrinking boob . That one rides higher now , and it 's shrunken 2 cup sizes .",1,road,221,
"Well hello girls , Got my first rad . and drove up there and home .",0,roads,42,
"Rachel , I can only imagine how disappointed you are about this news .",1,road,31,
Well Gina I 'll chime in with my `` boob '' size ... 34 B on a good day ! Not a nice round firm 34 B. . . I 'm talking floppy ... I 'm 48 . .2 kids and believe me ... my breasts were never spectacular to begin with .,1,road,156,
Well this morning 's MRI sucked ... I now have lesions `` too numerous to count '' so it 's WBR after all .,0,ride,98,
It certainly makes you wake up and realize what matters most .,1,light,32,
"Amy . Since I did n't have chemo , I can definitively say YEAH , I am cognitive mush .",0,spices,34,
Hello Ladies ... I guess this is also my train .,1,train,9,
"Hey 2009 girls ! I have n't posted in awhile , but knew you guys are in the same boat as me , so wondering if there is any insight .",1,boat,19,
"Sanaisa and other september chemo ladies . i am one who has not posted much , though i am reading 3-4 day all your posts .",1,light,85,
"i understand your fear , kayson ; but if your looking to improve your odds of reoccurence , chemo is the best way to go . i read an article before chemo that IF there is deadly effects while DOING chemo , its a basd shot in the port . every chemo suite has a drug they immediatly give you that COMPLETELY reverses the problem .",1,light,290,
"Swimangel , Thank you so do I ! ... I do n't trust the radiologist who read mine either ... .",0,light,36,
Hey I bought a Sweatshirt that I will wear after my reconstruction surgery Feb 24th that says in a big yellow road sign Forgive the mess UNDER RECONSTRUCTION you might try something like that for the store .,0,road,21,
"HELP !!! My libido is so low . Went to my gyn a couple weeks ago , and he suggested compound testosterone .",1,boat,51,
I have chosen/agreed to the pedicle tram .,1,ride,38,
"Hi . I am an eye doctor . Dry Eye Syndrome causes blurred vision as the day goes on , especially if you are on the computer a lot .",0,lights,102,
"Hi , I was told by my Dr. that with the chemo that we have today that we do not have to have both breast removed .",1,road,52,
I just became aware that I will have chemotherapy . I have not met with the oncologist yet .,0,light,56,
I was dx in April 2007 with stage IV triple negative BC .,1,road,32,
"I thought I would join the January group , but I have my first treatment February 4th and they are way ahead of me .",1,boat,100,
"Itzmeshel , Hopefully there is always a light at the end of the tunnel .",1,light,7,
lago is there anything you can do for the heartburn ? Sometimes i felt like milk helped .,0,spices,38,
Hi Janet - thanks for posting here .,1,road,24,
I do n't know if there is a right or wrong choice as far as total hyster or just the ooph ... just a personal choice . I did it all . I came back a poor metabolizer for Tamox and I made what I consider to be the best decision I could make with the information I had at the time .,1,road,148,
"Angeleyes - I also divorced after 21 years . My breaking point came when I had pnemonia and he drove me to the drugstore for my medicine , but I had to go inside to get it ! A few years later I married a most wonderful man who has been by my side thru all my testing , dr appts , and surgeries .",1,ride,159,
I went for my annual mammo in January 2006 . the tech who did the mammo told me that they needed to get another view as they could not see everything . She was so calm and matter of fact I was not the least bit worried . Three days later I got a called back to come in for a spot compression mammo and ultrasound - now I am WORRIED !!! I had several mammos and had never been called back before .,1,road,377,
"Hi Cheri and tid . I was away for just over three weeks and got back this morning . Hope you got the information you needed to help manage post op . The Am Cancer Society has lots of great ideas and I hope you connected . This was a long time and I 'm sure lots of things have happened in your families . My experience has been if the docs think things are looking bad , they wo n't say much one way or the other . tid . I was very fortunate and did n't have to do chemo so I ca n't tell you what that was like .",1,road,423,
Hi Ladies ... I just stopped in to cheer you all on .,1,light,34,
"Thanks for all the support . I met with my ps and we had a good , long talk about the whole process .",0,boat,65,
"MissBianca : Again , I apologize if I have offended anyone , including you ! I was attacked by two women who happened to have lumpectomies , but again , I would never diminish anyone elses journey I was just shocked and hurt by these two individuals and I was taken aback by their attacks .",1,light,105,
< address > Everything is happening fast . I am having a Right mx next weds . I had done some initial research on recon and a friend who did a TRAM and is pleased with it .,1,road,148,
"I had a bilat with expanders ... I 'm a side/stomach sleeper and could n't do either . I slept in our bed with my dh because I could n't face not being there , but used big pillows . I could ' t sleep directly on my sides until the drains came out and it was about 3 moths before I found myself on my stomach by surprise .",0,road,271,
"hi All , congrats to those who are departing the chemo train .",1,train,11,
"hi everyone , I do n't get back to the website as much as i would like to these days . they really have me working 24 hours a day . after almost 8 months of not really working , i 'm finding it difficult to care as much about my job as I used to .",1,boat,133,
"My mom had a clipping on the refridgerator throughout my childhood . It said , `` A child remembers a loving parent , he forgets a dirty kitchen .",0,ride,99,
You have time . This does n't happen over night . I was panicked when I first found out one year ago this month . I also have ILC ER + .,1,road,115,
"I do n't know if a CT scan shows this , but I had an MRI after initial Dx which light up the lymph nodes and so they were biopsied ... and positive for cancer ... so when I had my bilat -LRB- one side prophy -RRB- , an axilary dissection was done on the cancer side ... good luck to you with your surgery ... wishing you an easy recovery time .",0,light,20,
"Rhonda , there is pain in the sternum from the cancer , that is why we looked into the rads .",1,light,36,
"I have a couple situations that really rankled me - but I do understand they started as caring support . Right after my dx , my car broke down .",1,road,103,
I have my last treatment Friday . I have had an awful cold for the last week .,1,boat,68,
